person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
33,40000,MORTGAGE,12,PERSONAL,A,3200,5.42,0,0.08,N,8
33,40000,MORTGAGE,17,PERSONAL,C,6000,12.68,0,0.15,Y,9
35,40000,OWN,5,VENTURE,A,8000,7.66,0,0.2,N,6
34,40000,MORTGAGE,11,VENTURE,A,6000,7.29,0,0.15,N,7
27,40000,MORTGAGE,11,DEBTCONSOLIDATION,A,4000,5.79,0,0.1,N,5
29,28800,RENT,5,PERSONAL,A,4500,7.88,0,0.16,N,5
35,30555,RENT,4,MEDICAL,C,4500,13.22,0,0.15,N,10
30,36000,RENT,6,DEBTCONSOLIDATION,C,4500,13.49,0,0.13,Y,6
27,36000,RENT,11,VENTURE,A,4500,7.49,0,0.13,N,5
35,39000,RENT,8,DEBTCONSOLIDATION,A,4500,6.62,0,0.12,N,6
30,40000,RENT,4,VENTURE,C,4500,14.26,0,0.11,Y,6
33,47360,RENT,5,PERSONAL,D,4500,15.58,0,0.1,N,5
29,52000,RENT,11,PERSONAL,B,4500,9.91,0,0.09,N,10
27,40000,MORTGAGE,4,HOMEIMPROVEMENT,C,8000,14.72,0,0.2,N,9
29,40000,MORTGAGE,13,PERSONAL,B,25000,11.86,0,0.63,N,7
27,60000,RENT,6,DEBTCONSOLIDATION,B,4500,12.69,0,0.07,N,7
29,40000,MORTGAGE,5,DEBTCONSOLIDATION,C,4000,14.35,0,0.1,Y,6
27,60000,RENT,5,VENTURE,C,4500,14.22,0,0.07,N,8
30,61828,RENT,10,PERSONAL,E,4500,18.39,0,0.07,N,8
29,70000,RENT,4,VENTURE,A,4500,6.62,0,0.06,N,9
33,40000,MORTGAGE,4,EDUCATION,A,5000,7.51,0,0.13,N,8
27,40000,MORTGAGE,7,VENTURE,A,13000,7.88,0,0.33,N,7
29,40000,MORTGAGE,13,PERSONAL,A,6400,7.51,0,0.16,N,6
34,40000,OWN,18,MEDICAL,B,8000,11.36,0,0.2,N,10
30,50000,RENT,6,VENTURE,B,4600,11.49,0,0.09,N,7
34,40000,OWN,7,MEDICAL,A,4200,6.76,0,0.1,N,7
27,14000,RENT,5,HOMEIMPROVEMENT,B,4750,10,1,0.34,N,9
34,19200,RENT,12,DEBTCONSOLIDATION,B,4750,11.83,1,0.25,N,10
30,31000,RENT,7,MEDICAL,D,4750,14.84,1,0.15,N,9
29,40000,MORTGAGE,9,EDUCATION,C,1400,14.26,0,0.04,Y,5
30,34000,MORTGAGE,14,VENTURE,D,6000,14.96,1,0.18,Y,6
29,40000,MORTGAGE,8,EDUCATION,A,8000,8.59,0,0.2,N,10
27,40000,MORTGAGE,4,EDUCATION,A,3500,9.63,0,0.09,N,9
33,34000,MORTGAGE,8,HOMEIMPROVEMENT,D,6000,14.11,1,0.18,N,9
35,40000,MORTGAGE,18,MEDICAL,B,7200,10.71,0,0.18,N,5
33,40056,MORTGAGE,5,VENTURE,B,16750,9.88,0,0.42,N,6
35,32900,RENT,4,HOMEIMPROVEMENT,C,4800,13.23,1,0.15,Y,9
27,40000,RENT,4,DEBTCONSOLIDATION,B,4800,11.71,0,0.12,N,8
27,44000,RENT,6,VENTURE,A,4800,7.51,0,0.11,N,10
27,40560,MORTGAGE,8,DEBTCONSOLIDATION,A,3000,7.29,0,0.07,N,8
29,40777,MORTGAGE,4,PERSONAL,D,8000,14.91,0,0.2,Y,8
27,40800,MORTGAGE,6,HOMEIMPROVEMENT,B,8000,12.69,0,0.2,N,6
27,40800,MORTGAGE,4,EDUCATION,B,6000,11.49,0,0.15,N,10
29,40800,MORTGAGE,11,HOMEIMPROVEMENT,C,3200,14.22,0,0.08,Y,10
27,49200,RENT,4,DEBTCONSOLIDATION,C,4800,14.65,0,0.1,N,7
30,51000,RENT,14,MEDICAL,B,4800,12.69,0,0.09,N,10
29,34999,MORTGAGE,8,DEBTCONSOLIDATION,D,6250,15.95,1,0.18,Y,9
30,56000,RENT,7,HOMEIMPROVEMENT,C,4800,13.92,0,0.09,Y,9
29,56048,RENT,4,PERSONAL,A,4800,6.39,0,0.09,N,6
30,61000,RENT,4,MEDICAL,C,4800,14.79,0,0.08,N,10
29,41000,OWN,6,MEDICAL,B,5000,11.99,0,0.12,N,5
33,66000,RENT,5,HOMEIMPROVEMENT,C,4800,13.57,0,0.07,N,7
29,41000,MORTGAGE,7,VENTURE,A,6000,5.79,0,0.15,N,8
29,69000,RENT,13,MEDICAL,B,4800,11.11,0,0.07,N,10
35,80000,RENT,5,DEBTCONSOLIDATION,A,4800,7.49,0,0.06,N,9
29,300000,RENT,5,PERSONAL,B,4800,10.99,0,0.02,N,6
30,41000,MORTGAGE,14,HOMEIMPROVEMENT,B,18000,9.01,0,0.44,N,7
34,41004,MORTGAGE,5,HOMEIMPROVEMENT,C,16000,11.78,0,0.39,N,5
33,35050,MORTGAGE,15,MEDICAL,A,8000,8.32,1,0.23,N,6
29,96500,RENT,13,PERSONAL,B,10000,8.88,0,0.1,N,8
27,98004,RENT,8,HOMEIMPROVEMENT,A,10000,6.54,0,0.1,N,10
35,41235,OWN,7,MEDICAL,A,3000,7.14,0,0.07,N,9
29,100000,RENT,4,VENTURE,A,10000,9.63,0,0.1,N,9
34,35496,MORTGAGE,15,EDUCATION,C,2800,14.17,1,0.08,Y,7
27,41500,OWN,11,VENTURE,A,4500,7.49,0,0.11,N,5
27,103000,RENT,9,HOMEIMPROVEMENT,A,10000,8.59,0,0.1,N,10
34,41600,MORTGAGE,16,DEBTCONSOLIDATION,A,17500,6.17,0,0.42,N,6
30,41604,MORTGAGE,7,VENTURE,B,15000,10,0,0.36,N,9
30,118000,RENT,5,HOMEIMPROVEMENT,A,10000,7.14,0,0.08,N,7
34,41979,MORTGAGE,14,EDUCATION,C,8150,15.23,0,0.19,N,10
27,125000,RENT,5,VENTURE,B,10000,10.62,0,0.08,N,6
35,126000,RENT,19,EDUCATION,D,10000,16.29,0,0.08,N,5
27,130000,RENT,6,EDUCATION,A,10000,7.74,0,0.08,N,5
30,148000,RENT,8,PERSONAL,D,10000,13.55,0,0.07,N,9
27,36000,MORTGAGE,8,HOMEIMPROVEMENT,A,12500,6.03,1,0.35,N,7
27,42000,OWN,4,EDUCATION,C,10000,14.65,0,0.24,N,7
27,275000,RENT,7,HOMEIMPROVEMENT,D,10000,14.91,0,0.04,Y,10
30,42000,OWN,7,EDUCATION,A,1200,6.62,0,0.03,N,8
27,30000,RENT,11,MEDICAL,B,4900,11.71,0,0.16,N,5
27,48000,RENT,7,EDUCATION,A,9800,8.59,0,0.2,N,5
35,36000,MORTGAGE,4,EDUCATION,B,16000,10.99,1,0.44,N,8
27,42000,MORTGAGE,11,PERSONAL,A,3500,8.49,0,0.08,N,9
27,43000,RENT,8,VENTURE,B,4900,9.91,0,0.11,N,5
33,38000,RENT,10,EDUCATION,C,4900,10.28,1,0.13,Y,6
27,30000,RENT,5,PERSONAL,B,4975,10.37,0,0.17,N,10
30,42000,OWN,8,MEDICAL,C,8000,12.99,0,0.19,N,9
34,42000,MORTGAGE,18,HOMEIMPROVEMENT,A,2000,5.79,0,0.05,N,8
27,28800,RENT,6,EDUCATION,D,5000,14.96,0,0.17,Y,5
33,42000,MORTGAGE,5,EDUCATION,A,9000,5.79,0,0.21,N,5
34,42000,MORTGAGE,7,MEDICAL,B,7500,11.11,0,0.18,N,7
29,36000,MORTGAGE,6,PERSONAL,A,8000,6.54,1,0.22,N,8
29,30796,RENT,13,MEDICAL,D,5000,14.96,0,0.16,Y,8
35,31577,RENT,6,MEDICAL,B,5000,9.99,0,0.16,N,9
29,42000,OWN,13,MEDICAL,A,2500,6.76,0,0.06,N,5
33,42000,MORTGAGE,12,VENTURE,A,6400,7.88,0,0.15,N,10
27,32760,RENT,4,PERSONAL,D,5000,15.21,0,0.15,Y,9
29,33000,RENT,6,MEDICAL,A,5000,8.9,0,0.15,N,7
27,33000,RENT,9,PERSONAL,B,5000,10,0,0.15,N,10
27,33000,RENT,4,EDUCATION,C,5000,14.22,0,0.15,Y,10
29,42000,MORTGAGE,5,MEDICAL,C,2500,13.98,0,0.06,N,8
27,33600,RENT,8,MEDICAL,C,5000,12.87,0,0.15,Y,6
29,42000,MORTGAGE,8,PERSONAL,C,7800,13.11,0,0.19,N,9
30,42000,MORTGAGE,13,EDUCATION,D,3000,15.33,0,0.07,Y,9
27,34152,RENT,5,MEDICAL,C,5000,13.79,0,0.15,N,10
35,34868,RENT,14,MEDICAL,E,5000,6,1,0.14,N,6
27,35000,RENT,9,DEBTCONSOLIDATION,B,5000,11.49,0,0.14,N,8
27,35004,RENT,7,MEDICAL,B,5000,10.75,0,0.14,N,8
27,36000,MORTGAGE,9,DEBTCONSOLIDATION,E,15200,16.35,1,0.42,Y,6
29,42000,MORTGAGE,9,HOMEIMPROVEMENT,A,2500,7.74,0,0.06,N,7
29,42000,MORTGAGE,9,EDUCATION,B,8500,10.95,0,0.2,N,6
27,36000,RENT,5,EDUCATION,B,5000,9.63,0,0.14,N,8
27,31513,RENT,11,HOMEIMPROVEMENT,A,5000,6.62,1,0.16,N,7
27,36082,MORTGAGE,5,EDUCATION,A,5000,6.62,1,0.14,N,9
27,42162,OTHER,11,VENTURE,A,2400,7.74,0,0.06,N,8
27,38004,RENT,8,MEDICAL,A,5000,9.63,0,0.13,N,10
27,38400,RENT,6,MEDICAL,B,5000,9.88,0,0.13,N,10
27,42500,MORTGAGE,4,DEBTCONSOLIDATION,C,8000,13.06,0,0.19,N,5
27,40000,RENT,9,PERSONAL,A,5000,8.49,0,0.13,N,8
35,34000,RENT,7,EDUCATION,D,5000,16.32,1,0.15,N,6
34,42994,OWN,7,EDUCATION,D,7675,13.87,0,0.18,N,8
27,40752,RENT,6,MEDICAL,C,5000,13.49,0,0.12,N,8
35,40800,RENT,5,VENTURE,A,5000,6.54,0,0.12,N,5
35,42000,RENT,6,MEDICAL,A,5000,6.99,0,0.12,N,10
27,42000,RENT,7,MEDICAL,B,5000,11.11,0,0.12,N,9
27,42000,RENT,7,DEBTCONSOLIDATION,A,5000,5.42,0,0.12,N,5
27,43000,MORTGAGE,11,VENTURE,A,17500,7.29,0,0.41,N,7
33,43000,MORTGAGE,4,HOMEIMPROVEMENT,C,10000,13.35,0,0.23,Y,10
35,44908,RENT,6,EDUCATION,A,5000,6.92,0,0.11,N,7
27,43000,OWN,11,EDUCATION,A,15000,7.51,0,0.35,N,5
35,39000,RENT,8,MEDICAL,B,5000,9.99,1,0.13,N,6
34,43000,MORTGAGE,9,DEBTCONSOLIDATION,A,11000,7.88,0,0.26,N,10
29,43000,MORTGAGE,13,MEDICAL,A,10000,8,0,0.23,N,9
30,43200,MORTGAGE,5,HOMEIMPROVEMENT,C,4200,13.49,0,0.1,Y,7
34,47000,RENT,7,EDUCATION,C,5000,12.73,0,0.11,N,6
29,43200,OWN,13,PERSONAL,A,4625,5.42,0,0.11,N,6
30,43200,OWN,6,HOMEIMPROVEMENT,B,2000,10.99,0,0.05,N,9
30,43200,MORTGAGE,14,PERSONAL,B,5000,11.36,0,0.12,N,9
30,37400,MORTGAGE,6,MEDICAL,D,12700,17.27,1,0.34,N,5
30,43500,MORTGAGE,5,EDUCATION,C,11250,13.61,0,0.26,Y,9
34,55000,RENT,7,VENTURE,A,9000,7.74,0,0.16,N,6
29,43800,OWN,13,HOMEIMPROVEMENT,A,4800,7.05,0,0.11,N,7
27,53321,RENT,11,MEDICAL,D,9000,15.58,1,0.17,Y,7
29,59520,RENT,13,HOMEIMPROVEMENT,A,9000,5.42,0,0.15,N,9
33,44000,MORTGAGE,17,VENTURE,A,16000,7.9,0,0.36,N,10
29,60000,RENT,7,EDUCATION,C,9000,13.61,0,0.15,N,9
30,38000,MORTGAGE,5,EDUCATION,E,10000,17.99,1,0.26,N,6
29,62532,RENT,6,VENTURE,C,9000,13.49,0,0.14,N,6
27,44000,OWN,4,PERSONAL,C,2000,13.35,0,0.05,N,5
29,44000,MORTGAGE,13,MEDICAL,A,24000,6.91,0,0.55,N,8
35,44000,MORTGAGE,5,DEBTCONSOLIDATION,A,6500,7.51,0,0.15,N,7
33,72000,RENT,9,PERSONAL,B,9000,11.14,0,0.13,N,5
30,44000,MORTGAGE,14,HOMEIMPROVEMENT,A,11000,8,0,0.25,N,5
27,83200,RENT,11,EDUCATION,D,9000,15.31,0,0.11,Y,5
33,44004,MORTGAGE,4,EDUCATION,A,9275,7.29,0,0.21,N,7
27,85000,RENT,6,HOMEIMPROVEMENT,B,9000,10.36,0,0.11,N,5
27,73004,RENT,5,EDUCATION,A,9000,9.63,1,0.12,N,7
27,88000,RENT,11,DEBTCONSOLIDATION,A,9000,6.91,0,0.1,N,10
30,64698,RENT,11,MEDICAL,D,9000,16,1,0.12,Y,5
27,44200,MORTGAGE,11,MEDICAL,C,11500,15.27,0,0.26,Y,10
27,130000,RENT,9,HOMEIMPROVEMENT,A,9000,7.05,0,0.07,N,6
29,44400,MORTGAGE,13,HOMEIMPROVEMENT,B,21000,10.99,0,0.47,N,8
34,44460,MORTGAGE,7,DEBTCONSOLIDATION,A,9600,7.49,0,0.22,N,8
27,44630,OWN,10,MEDICAL,B,10825,10.99,0,0.24,N,8
35,46000,RENT,4,PERSONAL,C,8800,14.27,0,0.19,N,7
29,44991,MORTGAGE,13,MEDICAL,C,5000,14.72,0,0.11,Y,8
29,46296,RENT,14,EDUCATION,D,8800,14.42,0,0.19,N,7
27,65000,RENT,8,EDUCATION,A,8800,6.03,0,0.14,N,9
29,50000,RENT,11,EDUCATION,B,5000,10.37,0,0.1,N,5
35,45000,OWN,6,VENTURE,D,10000,16.77,0,0.22,N,5
27,50000,RENT,7,DEBTCONSOLIDATION,C,5000,13.61,0,0.1,Y,8
30,50000,RENT,5,MEDICAL,B,5000,11.14,0,0.1,N,8
27,44000,RENT,5,HOMEIMPROVEMENT,E,5000,16.35,1,0.11,Y,6
35,50532,RENT,8,VENTURE,C,5000,13.57,0,0.1,Y,8
35,51000,RENT,5,EDUCATION,C,5000,12.98,0,0.1,Y,10
30,45000,RENT,11,MEDICAL,C,5000,12.73,1,0.11,Y,8
27,45200,RENT,11,EDUCATION,D,5000,16,1,0.11,N,10
27,45000,OWN,9,MEDICAL,A,12000,6.03,0,0.27,N,7
27,45000,MORTGAGE,4,EDUCATION,B,10000,10.65,0,0.22,N,8
29,21996,RENT,6,DEBTCONSOLIDATION,D,8500,14.11,1,0.39,Y,7
30,45000,MORTGAGE,6,HOMEIMPROVEMENT,A,7500,7.9,0,0.17,N,5
27,45000,MORTGAGE,4,MEDICAL,A,5000,6.03,0,0.11,N,9
35,27996,RENT,14,MEDICAL,B,8500,11.58,0,0.3,N,6
27,39000,MORTGAGE,11,HOMEIMPROVEMENT,E,5000,18.79,1,0.13,N,6
30,39000,MORTGAGE,13,HOMEIMPROVEMENT,C,3000,13.99,1,0.08,Y,10
35,45000,MORTGAGE,5,VENTURE,A,6000,6.99,0,0.13,N,9
27,37273,RENT,4,PERSONAL,B,8500,10,0,0.23,N,10
27,38000,RENT,5,EDUCATION,A,8500,6.99,0,0.22,N,10
29,45000,OWN,13,VENTURE,B,15000,11.49,0,0.33,N,8
30,40556,RENT,12,EDUCATION,C,8500,12.87,0,0.21,Y,7
27,42000,RENT,4,DEBTCONSOLIDATION,B,8500,9.99,0,0.2,N,8
27,45000,MORTGAGE,11,PERSONAL,B,3450,11.99,0,0.08,N,7
29,45000,MORTGAGE,4,PERSONAL,D,15000,18.49,0,0.33,N,6
27,45000,MORTGAGE,5,DEBTCONSOLIDATION,C,5400,12.99,0,0.12,N,7
34,50004,RENT,5,VENTURE,B,8500,9.45,0,0.17,N,6
34,60353,RENT,13,PERSONAL,B,8500,10.65,0,0.14,N,6
29,28000,RENT,9,VENTURE,B,8400,11.48,0,0.3,N,6
30,45000,MORTGAGE,4,DEBTCONSOLIDATION,B,4450,10.37,0,0.1,N,6
29,52100,RENT,13,PERSONAL,B,5000,10.99,0,0.1,N,9
35,45000,MORTGAGE,4,DEBTCONSOLIDATION,A,7500,7.29,0,0.17,N,9
27,45000,MORTGAGE,12,DEBTCONSOLIDATION,B,5000,9.25,0,0.11,N,10
34,53995,RENT,10,PERSONAL,B,5000,9.63,0,0.09,N,6
35,54396,RENT,4,MEDICAL,C,5000,11.34,0,0.09,Y,10
27,45000,MORTGAGE,7,DEBTCONSOLIDATION,A,6800,6.17,0,0.15,N,9
27,45000,MORTGAGE,7,PERSONAL,A,12000,6.91,0,0.27,N,8
27,54792,RENT,4,EDUCATION,C,5000,13.48,0,0.09,N,5
29,45000,MORTGAGE,7,PERSONAL,A,4000,6.17,0,0.09,N,9
30,45000,MORTGAGE,5,VENTURE,B,8000,10.36,0,0.18,N,9
27,55000,RENT,11,DEBTCONSOLIDATION,C,5000,13.8,0,0.09,N,6
30,49000,RENT,13,EDUCATION,B,5000,10.74,1,0.1,N,10
27,45000,OWN,5,EDUCATION,C,15250,13.98,0,0.34,N,10
29,45000,OWN,13,PERSONAL,A,10000,7.88,0,0.22,N,10
34,56000,RENT,16,PERSONAL,A,5000,8.9,0,0.09,N,8
33,51000,RENT,17,MEDICAL,D,5000,14.96,1,0.1,Y,9
35,45000,MORTGAGE,16,MEDICAL,C,6500,13.98,0,0.14,N,10
29,45000,MORTGAGE,5,HOMEIMPROVEMENT,D,8000,15.58,0,0.18,N,9
30,45000,MORTGAGE,11,MEDICAL,A,2500,6.76,0,0.06,N,10
27,54000,RENT,6,DEBTCONSOLIDATION,B,5000,11.99,1,0.09,N,10
29,45000,MORTGAGE,4,HOMEIMPROVEMENT,C,14000,13.48,0,0.31,Y,5
30,45000,MORTGAGE,5,EDUCATION,B,3250,10.62,0,0.07,N,6
29,45000,OWN,4,VENTURE,B,20000,10.62,0,0.44,N,6
27,63000,RENT,11,DEBTCONSOLIDATION,B,5000,10,0,0.08,N,5
34,63500,RENT,5,EDUCATION,A,5000,9.63,0,0.08,N,7
27,45000,MORTGAGE,4,HOMEIMPROVEMENT,A,12000,8.94,0,0.27,N,6
27,65000,RENT,12,DEBTCONSOLIDATION,C,5000,13.99,0,0.08,Y,9
27,45000,MORTGAGE,8,DEBTCONSOLIDATION,A,16750,8.94,0,0.37,N,7
30,45000,MORTGAGE,11,VENTURE,C,10000,13.57,0,0.22,Y,6
34,65004,RENT,8,HOMEIMPROVEMENT,B,5000,10.59,0,0.08,N,9
27,66000,RENT,10,MEDICAL,C,5000,13.99,0,0.08,Y,10
33,66000,RENT,17,EDUCATION,A,5000,7.29,0,0.08,N,8
27,66240,RENT,7,VENTURE,A,5000,5.79,0,0.08,N,6
33,68004,RENT,17,EDUCATION,C,5000,13.49,0,0.07,N,8
30,63600,RENT,7,PERSONAL,B,5000,10.39,1,0.08,N,8
27,69996,RENT,12,PERSONAL,A,5000,9.63,0,0.07,N,5
27,45000,OWN,4,VENTURE,C,20000,12.84,0,0.44,N,10
30,70000,RENT,6,PERSONAL,B,5000,11.71,0,0.07,N,5
35,70000,RENT,9,VENTURE,A,5000,7.74,0,0.07,N,6
29,45000,MORTGAGE,13,EDUCATION,A,13000,9.63,0,0.29,N,9
29,45000,OWN,8,MEDICAL,B,8000,12.21,0,0.18,N,10
34,72000,RENT,6,MEDICAL,B,5000,10.59,0,0.07,N,9
30,72516,RENT,11,PERSONAL,C,5000,13.85,0,0.07,Y,6
27,45000,MORTGAGE,9,MEDICAL,B,12000,9.76,0,0.27,N,6
34,45204,MORTGAGE,4,PERSONAL,A,5000,9.63,0,0.11,N,9
34,80000,RENT,4,HOMEIMPROVEMENT,A,5000,6.17,0,0.06,N,10
29,45324,MORTGAGE,4,PERSONAL,D,15150,14.54,0,0.33,N,10
33,82000,RENT,9,VENTURE,A,5000,7.51,0,0.06,N,8
33,82150,RENT,4,HOMEIMPROVEMENT,A,5000,7.51,0,0.06,N,5
29,45500,MORTGAGE,6,HOMEIMPROVEMENT,B,10000,10.65,0,0.22,N,10
33,85000,RENT,11,EDUCATION,A,5000,7.9,0,0.06,N,8
27,45500,OWN,11,VENTURE,C,14000,13.92,0,0.31,Y,6
34,85000,RENT,7,VENTURE,B,5000,11.83,0,0.06,N,5
30,85000,RENT,5,VENTURE,D,5000,15.05,0,0.06,N,9
29,45516,MORTGAGE,13,DEBTCONSOLIDATION,C,6000,13.49,0,0.13,N,8
27,45600,MORTGAGE,6,VENTURE,A,15350,8.9,0,0.34,N,10
27,45600,MORTGAGE,6,MEDICAL,A,3000,6.99,0,0.07,N,7
27,45600,MORTGAGE,11,EDUCATION,A,7500,5.42,0,0.16,N,5
30,39600,MORTGAGE,11,EDUCATION,A,15000,7.49,1,0.38,N,5
30,45600,MORTGAGE,5,HOMEIMPROVEMENT,A,5000,7.29,0,0.11,N,8
29,45600,MORTGAGE,7,VENTURE,B,9600,10.36,0,0.21,N,5
29,45600,MORTGAGE,9,PERSONAL,A,2000,7.88,0,0.04,N,10
27,39600,MORTGAGE,4,VENTURE,G,2500,20.86,1,0.06,Y,8
27,45727,MORTGAGE,5,EDUCATION,D,1000,16.29,0,0.02,Y,9
27,100000,RENT,11,MEDICAL,B,5000,12.42,0,0.05,N,8
33,113800,RENT,8,MEDICAL,B,5000,11.83,0,0.04,N,9
30,144000,RENT,12,EDUCATION,E,5000,16.32,0,0.03,Y,7
27,145000,RENT,11,MEDICAL,B,5000,12.69,0,0.03,N,7
30,46000,OWN,10,HOMEIMPROVEMENT,C,11200,14.27,0,0.24,Y,10
34,46000,MORTGAGE,5,VENTURE,A,10000,6.62,0,0.22,N,6
29,200000,RENT,4,PERSONAL,A,5000,7.43,0,0.03,N,10
30,46000,OWN,14,PERSONAL,C,6000,12.68,0,0.13,N,6
27,48000,RENT,8,MEDICAL,C,5250,15.27,0,0.11,Y,6
29,15600,RENT,4,PERSONAL,C,5275,14.72,1,0.34,Y,8
29,46000,MORTGAGE,9,PERSONAL,A,4000,6.76,0,0.09,N,9
27,43218,RENT,11,VENTURE,C,5300,14.65,0,0.12,Y,10
29,18000,RENT,5,HOMEIMPROVEMENT,B,5375,12.69,1,0.3,N,9
30,20000,RENT,14,MEDICAL,D,5400,14.61,0,0.27,Y,7
27,46028,MORTGAGE,8,DEBTCONSOLIDATION,B,18000,10.74,0,0.39,N,9
29,40000,RENT,4,VENTURE,A,5400,7.9,0,0.14,N,7
30,46500,MORTGAGE,8,VENTURE,A,6000,7.88,0,0.13,N,8
30,40525,MORTGAGE,8,HOMEIMPROVEMENT,C,4800,14.65,1,0.12,N,10
30,25000,RENT,6,PERSONAL,C,5475,12.68,0,0.22,N,6
35,46654,MORTGAGE,19,EDUCATION,B,17000,11.83,0,0.36,N,10
27,46800,MORTGAGE,5,HOMEIMPROVEMENT,B,6000,9.99,0,0.13,N,7
30,24000,RENT,5,MEDICAL,C,5500,13.23,0,0.23,Y,8
29,46873,MORTGAGE,9,PERSONAL,A,11200,7.14,0,0.24,N,6
29,47000,MORTGAGE,8,EDUCATION,B,8000,12.42,0,0.17,N,9
27,47000,MORTGAGE,11,EDUCATION,A,2650,7.49,0,0.06,N,9
34,47000,OWN,8,VENTURE,B,14000,9.99,0,0.3,N,9
30,40000,RENT,14,VENTURE,A,5500,6.62,0,0.14,N,8
34,42000,RENT,5,DEBTCONSOLIDATION,A,5500,7.66,0,0.13,N,7
27,50000,RENT,11,HOMEIMPROVEMENT,C,5500,12.73,1,0.11,N,7
30,60000,RENT,11,DEBTCONSOLIDATION,A,5500,7.51,0,0.09,N,10
29,60000,RENT,4,HOMEIMPROVEMENT,B,5500,10.74,0,0.09,N,6
30,73000,RENT,15,DEBTCONSOLIDATION,B,5500,9.99,0,0.08,N,9
27,144000,RENT,8,HOMEIMPROVEMENT,F,5500,19.13,0,0.04,Y,5
34,47125,MORTGAGE,12,VENTURE,B,3200,10.99,0,0.07,N,8
27,47232,OWN,10,MEDICAL,A,8000,5.42,0,0.17,N,9
27,47380,MORTGAGE,11,HOMEIMPROVEMENT,C,15000,13.79,0,0.32,Y,9
29,47500,MORTGAGE,14,VENTURE,A,3500,8.9,0,0.07,N,9
29,34444,RENT,5,EDUCATION,C,5600,13.49,0,0.16,Y,7
30,47600,MORTGAGE,6,EDUCATION,B,23800,12.42,0,0.5,N,9
33,36000,RENT,5,PERSONAL,B,5600,11.99,1,0.16,N,7
33,46000,RENT,13,PERSONAL,C,5600,15.27,0,0.12,N,9
29,48000,RENT,9,DEBTCONSOLIDATION,C,5600,15.96,0,0.12,Y,7
33,48000,OWN,5,VENTURE,B,14400,12.42,0,0.3,N,10
27,48000,MORTGAGE,5,DEBTCONSOLIDATION,B,4300,12.69,0,0.09,N,7
35,48000,MORTGAGE,7,EDUCATION,A,17000,6.03,0,0.35,N,8
29,57995,RENT,8,MEDICAL,B,5600,10.37,0,0.1,N,6
33,48000,MORTGAGE,9,EDUCATION,A,7500,6.03,0,0.16,N,10
33,48000,MORTGAGE,17,VENTURE,A,7000,6.62,0,0.15,N,8
33,48000,MORTGAGE,7,MEDICAL,A,13800,8.9,0,0.29,N,6
29,69600,RENT,13,HOMEIMPROVEMENT,B,5600,11.99,0,0.08,N,6
34,48000,MORTGAGE,9,VENTURE,C,5600,15.96,0,0.12,Y,7
34,48000,MORTGAGE,7,VENTURE,B,8400,11.71,0,0.17,N,8
30,75000,RENT,8,PERSONAL,D,5600,15.99,0,0.07,N,7
27,48000,MORTGAGE,11,DEBTCONSOLIDATION,A,5650,5.42,0,0.12,N,8
33,48000,OWN,11,HOMEIMPROVEMENT,B,10000,9.99,0,0.21,N,8
29,48000,MORTGAGE,13,PERSONAL,A,6625,8.49,0,0.14,N,9
29,48000,MORTGAGE,13,VENTURE,A,7000,8.49,0,0.15,N,9
29,48000,MORTGAGE,4,HOMEIMPROVEMENT,A,5000,5.99,0,0.1,N,8
30,48000,MORTGAGE,4,PERSONAL,A,8500,7.49,0,0.18,N,8
27,36996,RENT,4,PERSONAL,D,5775,14.91,0,0.16,N,7
29,48000,MORTGAGE,8,VENTURE,A,4500,5.42,0,0.09,N,6
29,32400,RENT,11,HOMEIMPROVEMENT,A,5800,5.79,1,0.18,N,5
30,42000,MORTGAGE,14,MEDICAL,A,4500,7.49,1,0.11,N,7
29,48000,OWN,6,HOMEIMPROVEMENT,C,8000,13.49,0,0.17,Y,9
29,42000,MORTGAGE,6,PERSONAL,B,6000,11.49,1,0.14,N,9
27,48000,MORTGAGE,4,MEDICAL,A,5000,6.99,0,0.1,N,7
27,48000,MORTGAGE,5,MEDICAL,A,12000,7.66,0,0.25,N,10
27,58000,RENT,5,DEBTCONSOLIDATION,A,5900,9.32,0,0.1,N,7
27,42000,RENT,6,PERSONAL,A,5950,5.99,0,0.14,N,5
29,48000,MORTGAGE,13,MEDICAL,A,4975,5.79,0,0.1,N,7
34,48000,MORTGAGE,5,VENTURE,B,3600,10.37,0,0.07,N,5
29,42000,MORTGAGE,6,EDUCATION,A,5500,7.66,1,0.13,N,10
35,20000,RENT,4,EDUCATION,D,6000,15.99,0,0.3,N,5
29,48000,MORTGAGE,6,DEBTCONSOLIDATION,C,15000,13.98,0,0.31,N,10
29,21000,RENT,7,EDUCATION,B,6000,12.42,0,0.29,N,6
34,48000,MORTGAGE,10,DEBTCONSOLIDATION,A,9000,7.14,0,0.19,N,6
27,21600,RENT,9,PERSONAL,A,6000,7.88,0,0.28,N,9
35,48000,OWN,6,HOMEIMPROVEMENT,C,4200,13.61,0,0.09,N,7
27,23000,RENT,4,MEDICAL,A,6000,8.9,0,0.26,N,6
29,48000,MORTGAGE,13,HOMEIMPROVEMENT,B,20000,11.36,0,0.42,N,10
35,48000,MORTGAGE,6,MEDICAL,C,5000,13.48,0,0.1,Y,10
